super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,2,.081358336,.62004346
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,3,.1054583,.6180588
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,4,.19690256,.67797881
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,5,.56817818,.6806832
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,.080275685,.11756861
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,.11305255,.21677658
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,.13451971,.12470254
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,.18637528,.21848838
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,.48577678,.33206871
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,1,.032132387,.38238022
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,2,.095524058,.37767988
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,3,.14437614,.40312827
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,4,.2459957,.43294659
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,5,.48197174,.4705275
1134,California Maritime Academy,Public,Selective public,Four-year,CA,1,.059269119,.8497473
1134,California Maritime Academy,Public,Selective public,Four-year,CA,2,.072541684,.64892596
1134,California Maritime Academy,Public,Selective public,Four-year,CA,3,.16307126,.57672346
1134,California Maritime Academy,Public,Selective public,Four-year,CA,4,.1991287,.70251751
1134,California Maritime Academy,Public,Selective public,Four-year,CA,5,.50598931,.76732582
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,1,.041973852,.53568727
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,2,.067781866,.54918474
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,3,.11182152,.58749402
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,4,.20239483,.55781108
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,5,.57602787,.60777676
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,1,.14929721,.45770481
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,2,.15408859,.46516633
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,3,.15869318,.47774556
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,4,.2094191,.5052892
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,5,.32850197,.52675265
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,1,.10452874,.31888157
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,2,.1330055,.33918929
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,3,.16694039,.38685453
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,4,.23666093,.40558997
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,5,.35886443,.44023481
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,1,.050687544,.31521225
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,2,.10041627,.078905419
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,3,.18059498,.33150688
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,4,.220046,.4708384
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,5,.44825518,.30728477
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,1,.14064996,.32759681
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,2,.20160218,.34757116
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,3,.18462351,.35356992
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,4,.20544297,.4377681
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,5,.26768136,.43144366
1146,"California State University, Chico",Public,Selective public,Four-year,CA,1,.060856566,.32180685
1146,"California State University, Chico",Public,Selective public,Four-year,CA,2,.088589862,.31076384
1146,"California State University, Chico",Public,Selective public,Four-year,CA,3,.13079704,.3749235
1146,"California State University, Chico",Public,Selective public,Four-year,CA,4,.2131497,.39137802
1146,"California State University, Chico",Public,Selective public,Four-year,CA,5,.50660682,.48931372
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,1,.2631824,.2128173
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,2,.24385837,.27936059
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,3,.22733229,.32707539
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,4,.14938217,.31235099
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,5,.11624473,.36447927
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,1,.098883428,.43979919
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,2,.13321358,.39511591
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,3,.18099461,.38617751
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,4,.23088065,.45363334
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,5,.35602769,.49558014
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,1,.15951231,.26240528
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,2,.17229286,.31196642
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,3,.17508301,.35571367
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,4,.2083434,.37494189
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,5,.28476852,.43066642
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,1,.12116247,.39610577
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,2,.14821915,.37085149
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,3,.16592383,.38224721
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,4,.21681046,.3885437
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,5,.34788409,.43865293
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,1,.11606012,.38175958
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,2,.14865015,.37986553
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,3,.16266367,.38214418
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,4,.20915568,.42038077
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,5,.36347038,.44981524
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,1,.33116928,.29949805
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,2,.26438552,.32129383
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,3,.18986,.31647927
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,4,.11652577,.38001499
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,5,.09805952,.39064807
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,1,.10497926,.32266465
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,2,.13239628,.26419997
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,3,.15644029,.2575171
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,4,.20848399,.29467911
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,5,.39770016,.3522855
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,1,.19794104,.31953251
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,2,.19629784,.32659885
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,3,.18537886,.3457748
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,4,.18028662,.4045499
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,5,.24009569,.41323215
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,1,.1409772,.31198096
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,2,.18307646,.26977539
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,3,.19846117,.32217458
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,4,.23630543,.36287314
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,5,.24117965,.42738271
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,1,.090011165,.2329379
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,2,.13894205,.33178821
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,3,.15453355,.37819868
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,4,.22530757,.39461097
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,5,.39120561,.37657246
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,1,.13350467,.28875419
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,2,.17355491,.33430722
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,3,.19659412,.31762946
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,4,.25122407,.33519089
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,5,.24512222,.38565081
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,1,.090004377,.16576563
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,2,.13768844,.18387996
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,3,.27055866,.18409739
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,4,.30174029,.24741408
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,5,.20000823,.28629845
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,1,.030876394,.31806883
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,2,.056796633,.24465561
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,3,.13232778,.32105473
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,4,.27631983,.33172244
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,5,.50367945,.38462371
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,1,.21967047,.02507096
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,2,.24170075,.04120202
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,3,.33323735,.052794933
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,4,.17559072,.11056855
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,5,.029800795,0
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,.12293932,.12835206
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,.16760525,.15525645
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,.20167278,.18951772
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,.27353388,.2294248
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,.23424874,.26705587
3150,Cameron University,Public,Selective public,Four-year,OK,1,.17239676,.17229517
3150,Cameron University,Public,Selective public,Four-year,OK,2,.20947668,.18411005
